Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,RateType,Rate,Education_Field
24,No,Non-Travel,Sales,13,Female,1,Sales_Representative,Medium,Married,2033,1,No,Excellent,1,2,1,0,DailyRate,830,College//Life_Sciences
24,No,Non-Travel,Sales,13,Female,1,Sales_Representative,Medium,Married,2033,1,No,Excellent,1,2,1,0,HourlyRate,78,College//Life_Sciences
24,No,Non-Travel,Sales,13,Female,1,Sales_Representative,Medium,Married,2033,1,No,Excellent,1,2,1,0,MonthlyRate,7103,College//Life_Sciences
28,No,Non-Travel,Human_Resources,1,Male,1,Human_Resources,Very_High,Divorced,2706,1,No,Excellent,3,2,3,2,DailyRate,280,College//Life_Sciences
28,No,Non-Travel,Human_Resources,1,Male,1,Human_Resources,Very_High,Divorced,2706,1,No,Excellent,3,2,3,2,HourlyRate,43,College//Life_Sciences
28,No,Non-Travel,Human_Resources,1,Male,1,Human_Resources,Very_High,Divorced,2706,1,No,Excellent,3,2,3,2,MonthlyRate,10494,College//Life_Sciences
34,No,Travel_Rarely,Sales,3,Female,2,Sales_Executive,Very_High,Single,6029,5,No,Excellent,6,3,2,2,DailyRate,511,College//Life_Sciences
34,No,Travel_Rarely,Sales,3,Female,2,Sales_Executive,Very_High,Single,6029,5,No,Excellent,6,3,2,2,HourlyRate,32,College//Life_Sciences
34,No,Travel_Rarely,Sales,3,Female,2,Sales_Executive,Very_High,Single,6029,5,No,Excellent,6,3,2,2,MonthlyRate,25353,College//Life_Sciences
35,No,Travel_Rarely,Research_Development,7,Male,1,Laboratory_Technician,Very_High,Married,2690,1,No,Excellent,1,5,1,0,DailyRate,1349,College//Life_Sciences
35,No,Travel_Rarely,Research_Development,7,Male,1,Laboratory_Technician,Very_High,Married,2690,1,No,Excellent,1,5,1,0,HourlyRate,63,College//Life_Sciences
35,No,Travel_Rarely,Research_Development,7,Male,1,Laboratory_Technician,Very_High,Married,2690,1,No,Excellent,1,5,1,0,MonthlyRate,7713,College//Life_Sciences
42,No,Travel_Rarely,Research_Development,12,Male,1,Laboratory_Technician,Medium,Divorced,2766,8,No,Outstanding,7,6,5,3,DailyRate,855,Bachelor//Medical
42,No,Travel_Rarely,Research_Development,12,Male,1,Laboratory_Technician,Medium,Divorced,2766,8,No,Outstanding,7,6,5,3,HourlyRate,57,Bachelor//Medical
42,No,Travel_Rarely,Research_Development,12,Male,1,Laboratory_Technician,Medium,Divorced,2766,8,No,Outstanding,7,6,5,3,MonthlyRate,8952,Bachelor//Medical
34,No,Travel_Rarely,Research_Development,2,Female,1,Research_Scientist,Low,Single,4381,1,No,Excellent,6,3,6,5,DailyRate,121,Master//Medical
34,No,Travel_Rarely,Research_Development,2,Female,1,Research_Scientist,Low,Single,4381,1,No,Excellent,6,3,6,5,HourlyRate,86,Master//Medical
34,No,Travel_Rarely,Research_Development,2,Female,1,Research_Scientist,Low,Single,4381,1,No,Excellent,6,3,6,5,MonthlyRate,7530,Master//Medical
32,No,Travel_Rarely,Research_Development,29,Female,1,Laboratory_Technician,Medium,Single,2837,1,No,Excellent,6,3,6,2,DailyRate,267,Master//Life_Sciences
32,No,Travel_Rarely,Research_Development,29,Female,1,Laboratory_Technician,Medium,Single,2837,1,No,Excellent,6,3,6,2,HourlyRate,49,Master//Life_Sciences
32,No,Travel_Rarely,Research_Development,29,Female,1,Laboratory_Technician,Medium,Single,2837,1,No,Excellent,6,3,6,2,MonthlyRate,15919,Master//Life_Sciences
27,No,Travel_Rarely,Research_Development,8,Female,1,Research_Scientist,High,Married,3517,7,No,Excellent,5,0,3,2,DailyRate,486,Bachelor//Medical
27,No,Travel_Rarely,Research_Development,8,Female,1,Research_Scientist,High,Married,3517,7,No,Excellent,5,0,3,2,HourlyRate,86,Bachelor//Medical
27,No,Travel_Rarely,Research_Development,8,Female,1,Research_Scientist,High,Married,3517,7,No,Excellent,5,0,3,2,MonthlyRate,22490,Bachelor//Medical
24,No,Travel_Rarely,Research_Development,21,Male,1,Laboratory_Technician,Low,Divorced,2296,0,No,Excellent,2,3,1,1,DailyRate,350,College//Technical_Degree
24,No,Travel_Rarely,Research_Development,21,Male,1,Laboratory_Technician,Low,Divorced,2296,0,No,Excellent,2,3,1,1,HourlyRate,57,College//Technical_Degree
24,No,Travel_Rarely,Research_Development,21,Male,1,Laboratory_Technician,Low,Divorced,2296,0,No,Excellent,2,3,1,1,MonthlyRate,10036,College//Technical_Degree
30,Yes,Travel_Rarely,Sales,9,Male,1,Sales_Representative,Very_High,Single,1081,1,No,Excellent,1,3,1,0,DailyRate,945,Bachelor//Medical
30,Yes,Travel_Rarely,Sales,9,Male,1,Sales_Representative,Very_High,Single,1081,1,No,Excellent,1,3,1,0,HourlyRate,89,Bachelor//Medical
30,Yes,Travel_Rarely,Sales,9,Male,1,Sales_Representative,Very_High,Single,1081,1,No,Excellent,1,3,1,0,MonthlyRate,16019,Bachelor//Medical
49,No,Travel_Rarely,Research_Development,25,Female,1,Laboratory_Technician,Low,Married,3211,1,No,Excellent,10,3,9,6,DailyRate,722,Master//Life_Sciences
49,No,Travel_Rarely,Research_Development,25,Female,1,Laboratory_Technician,Low,Married,3211,1,No,Excellent,10,3,9,6,HourlyRate,84,Master//Life_Sciences
49,No,Travel_Rarely,Research_Development,25,Female,1,Laboratory_Technician,Low,Married,3211,1,No,Excellent,10,3,9,6,MonthlyRate,22102,Master//Life_Sciences
55,Yes,Travel_Rarely,Sales,13,Male,4,Sales_Executive,High,Single,13695,6,Yes,Excellent,24,2,19,7,DailyRate,267,Master//Marketing
55,Yes,Travel_Rarely,Sales,13,Male,4,Sales_Executive,High,Single,13695,6,Yes,Excellent,24,2,19,7,HourlyRate,85,Master//Marketing
55,Yes,Travel_Rarely,Sales,13,Male,4,Sales_Executive,High,Single,13695,6,Yes,Excellent,24,2,19,7,MonthlyRate,9277,Master//Marketing
36,No,Travel_Rarely,Sales,10,Female,2,Sales_Executive,High,Married,5673,1,Yes,Excellent,10,4,10,9,DailyRate,1266,Master//Technical_Degree
36,No,Travel_Rarely,Sales,10,Female,2,Sales_Executive,High,Married,5673,1,Yes,Excellent,10,4,10,9,HourlyRate,63,Master//Technical_Degree
36,No,Travel_Rarely,Sales,10,Female,2,Sales_Executive,High,Married,5673,1,Yes,Excellent,10,4,10,9,MonthlyRate,6060,Master//Technical_Degree
35,No,Travel_Rarely,Research_Development,1,Female,1,Research_Scientist,Very_High,Married,2977,1,No,Excellent,4,5,4,3,DailyRate,287,Master//Life_Sciences
35,No,Travel_Rarely,Research_Development,1,Female,1,Research_Scientist,Very_High,Married,2977,1,No,Excellent,4,5,4,3,HourlyRate,62,Master//Life_Sciences
35,No,Travel_Rarely,Research_Development,1,Female,1,Research_Scientist,Very_High,Married,2977,1,No,Excellent,4,5,4,3,MonthlyRate,8952,Master//Life_Sciences
41,No,Travel_Rarely,Research_Development,7,Female,2,Manufacturing_Director,High,Single,5003,6,No,Excellent,8,6,2,2,DailyRate,549,College//Medical
41,No,Travel_Rarely,Research_Development,7,Female,2,Manufacturing_Director,High,Single,5003,6,No,Excellent,8,6,2,2,HourlyRate,42,College//Medical
41,No,Travel_Rarely,Research_Development,7,Female,2,Manufacturing_Director,High,Single,5003,6,No,Excellent,8,6,2,2,MonthlyRate,23371,College//Medical
34,No,Travel_Rarely,Sales,3,Female,2,Sales_Executive,Very_High,Married,8103,3,Yes,Excellent,9,3,4,2,DailyRate,735,Below_College//Medical
34,No,Travel_Rarely,Sales,3,Female,2,Sales_Executive,Very_High,Married,8103,3,Yes,Excellent,9,3,4,2,HourlyRate,75,Below_College//Medical
34,No,Travel_Rarely,Sales,3,Female,2,Sales_Executive,Very_High,Married,8103,3,Yes,Excellent,9,3,4,2,MonthlyRate,16495,Below_College//Medical
31,No,Travel_Frequently,Research_Development,24,Female,2,Manufacturing_Director,Very_High,Single,5238,2,No,Outstanding,9,3,5,4,DailyRate,163,Below_College//Technical_Degree
31,No,Travel_Frequently,Research_Development,24,Female,2,Manufacturing_Director,Very_High,Single,5238,2,No,Outstanding,9,3,5,4,HourlyRate,30,Below_College//Technical_Degree
31,No,Travel_Frequently,Research_Development,24,Female,2,Manufacturing_Director,Very_High,Single,5238,2,No,Outstanding,9,3,5,4,MonthlyRate,6670,Below_College//Technical_Degree
56,Yes,Travel_Rarely,Research_Development,24,Male,1,Laboratory_Technician,Very_High,Single,2587,1,No,Excellent,5,3,4,2,DailyRate,1162,College//Life_Sciences
56,Yes,Travel_Rarely,Research_Development,24,Male,1,Laboratory_Technician,Very_High,Single,2587,1,No,Excellent,5,3,4,2,HourlyRate,97,College//Life_Sciences
56,Yes,Travel_Rarely,Research_Development,24,Male,1,Laboratory_Technician,Very_High,Single,2587,1,No,Excellent,5,3,4,2,MonthlyRate,10261,College//Life_Sciences
30,No,Non-Travel,Research_Development,3,Male,1,Laboratory_Technician,Very_High,Married,2097,4,No,Excellent,9,3,5,3,DailyRate,1400,Bachelor//Life_Sciences
30,No,Non-Travel,Research_Development,3,Male,1,Laboratory_Technician,Very_High,Married,2097,4,No,Excellent,9,3,5,3,HourlyRate,53,Bachelor//Life_Sciences
30,No,Non-Travel,Research_Development,3,Male,1,Laboratory_Technician,Very_High,Married,2097,4,No,Excellent,9,3,5,3,MonthlyRate,16734,Bachelor//Life_Sciences
34,No,Travel_Frequently,Research_Development,16,Female,1,Research_Scientist,Very_High,Single,2553,1,No,Excellent,6,3,5,2,DailyRate,702,Master//Life_Sciences
34,No,Travel_Frequently,Research_Development,16,Female,1,Research_Scientist,Very_High,Single,2553,1,No,Excellent,6,3,5,2,HourlyRate,100,Master//Life_Sciences
34,No,Travel_Frequently,Research_Development,16,Female,1,Research_Scientist,Very_High,Single,2553,1,No,Excellent,6,3,5,2,MonthlyRate,8306,Master//Life_Sciences
34,No,Travel_Rarely,Research_Development,6,Female,2,Research_Scientist,High,Single,4809,1,No,Excellent,16,3,16,13,DailyRate,665,Master//Other
34,No,Travel_Rarely,Research_Development,6,Female,2,Research_Scientist,High,Single,4809,1,No,Excellent,16,3,16,13,HourlyRate,41,Master//Other
34,No,Travel_Rarely,Research_Development,6,Female,2,Research_Scientist,High,Single,4809,1,No,Excellent,16,3,16,13,MonthlyRate,12482,Master//Other
45,No,Travel_Frequently,Research_Development,25,Female,5,Manager,Medium,Single,18061,3,No,Outstanding,22,4,0,0,DailyRate,364,Bachelor//Medical
45,No,Travel_Frequently,Research_Development,25,Female,5,Manager,Medium,Single,18061,3,No,Outstanding,22,4,0,0,HourlyRate,83,Bachelor//Medical
45,No,Travel_Frequently,Research_Development,25,Female,5,Manager,Medium,Single,18061,3,No,Outstanding,22,4,0,0,MonthlyRate,13035,Bachelor//Medical
45,No,Travel_Rarely,Research_Development,6,Male,3,Research_Director,Low,Married,13245,4,Yes,Excellent,17,3,0,0,DailyRate,193,Master//Other
45,No,Travel_Rarely,Research_Development,6,Male,3,Research_Director,Low,Married,13245,4,Yes,Excellent,17,3,0,0,HourlyRate,52,Master//Other
45,No,Travel_Rarely,Research_Development,6,Male,3,Research_Director,Low,Married,13245,4,Yes,Excellent,17,3,0,0,MonthlyRate,15067,Master//Other
31,Yes,Non-Travel,Research_Development,9,Male,1,Research_Scientist,Low,Single,2321,0,Yes,Outstanding,4,0,3,2,DailyRate,335,College//Medical
31,Yes,Non-Travel,Research_Development,9,Male,1,Research_Scientist,Low,Single,2321,0,Yes,Outstanding,4,0,3,2,HourlyRate,46,College//Medical
31,Yes,Non-Travel,Research_Development,9,Male,1,Research_Scientist,Low,Single,2321,0,Yes,Outstanding,4,0,3,2,MonthlyRate,10322,College//Medical
34,No,Travel_Rarely,Research_Development,19,Male,1,Laboratory_Technician,Very_High,Divorced,2661,0,No,Excellent,3,2,2,2,DailyRate,1346,College//Medical
34,No,Travel_Rarely,Research_Development,19,Male,1,Laboratory_Technician,Very_High,Divorced,2661,0,No,Excellent,3,2,2,2,HourlyRate,93,College//Medical
34,No,Travel_Rarely,Research_Development,19,Male,1,Laboratory_Technician,Very_High,Divorced,2661,0,No,Excellent,3,2,2,2,MonthlyRate,8758,College//Medical
26,Yes,Travel_Frequently,Human_Resources,17,Female,1,Human_Resources,High,Divorced,2741,0,Yes,Excellent,8,2,7,7,DailyRate,426,Master//Life_Sciences
26,Yes,Travel_Frequently,Human_Resources,17,Female,1,Human_Resources,High,Divorced,2741,0,Yes,Excellent,8,2,7,7,HourlyRate,58,Master//Life_Sciences
26,Yes,Travel_Frequently,Human_Resources,17,Female,1,Human_Resources,High,Divorced,2741,0,Yes,Excellent,8,2,7,7,MonthlyRate,22808,Master//Life_Sciences
50,No,Non-Travel,Sales,1,Female,2,Sales_Executive,High,Married,6347,0,No,Excellent,19,3,18,7,DailyRate,145,Bachelor//Life_Sciences
50,No,Non-Travel,Sales,1,Female,2,Sales_Executive,High,Married,6347,0,No,Excellent,19,3,18,7,HourlyRate,95,Bachelor//Life_Sciences
50,No,Non-Travel,Sales,1,Female,2,Sales_Executive,High,Married,6347,0,No,Excellent,19,3,18,7,MonthlyRate,24920,Bachelor//Life_Sciences
43,No,Travel_Frequently,Research_Development,1,Female,2,Healthcare_Representative,Very_High,Married,5562,4,No,Excellent,12,2,5,2,DailyRate,422,Bachelor//Life_Sciences
43,No,Travel_Frequently,Research_Development,1,Female,2,Healthcare_Representative,Very_High,Married,5562,4,No,Excellent,12,2,5,2,HourlyRate,33,Bachelor//Life_Sciences
43,No,Travel_Frequently,Research_Development,1,Female,2,Healthcare_Representative,Very_High,Married,5562,4,No,Excellent,12,2,5,2,MonthlyRate,21782,Bachelor//Life_Sciences
42,No,Travel_Rarely,Sales,4,Male,2,Sales_Executive,Low,Single,5155,7,No,Excellent,9,3,6,4,DailyRate,647,Master//Marketing
42,No,Travel_Rarely,Sales,4,Male,2,Sales_Executive,Low,Single,5155,7,No,Excellent,9,3,6,4,HourlyRate,45,Master//Marketing
42,No,Travel_Rarely,Sales,4,Male,2,Sales_Executive,Low,Single,5155,7,No,Excellent,9,3,6,4,MonthlyRate,2253,Master//Marketing
37,No,Travel_Frequently,Sales,1,Male,2,Sales_Executive,Very_High,Divorced,9525,1,No,Excellent,6,2,6,3,DailyRate,1278,Master//Medical
37,No,Travel_Frequently,Sales,1,Male,2,Sales_Executive,Very_High,Divorced,9525,1,No,Excellent,6,2,6,3,HourlyRate,31,Master//Medical
37,No,Travel_Frequently,Sales,1,Male,2,Sales_Executive,Very_High,Divorced,9525,1,No,Excellent,6,2,6,3,MonthlyRate,7677,Master//Medical
54,No,Travel_Frequently,Research_Development,1,Female,3,Manufacturing_Director,High,Divorced,10502,7,No,Excellent,33,2,5,4,DailyRate,966,Master//Life_Sciences
54,No,Travel_Frequently,Research_Development,1,Female,3,Manufacturing_Director,High,Divorced,10502,7,No,Excellent,33,2,5,4,HourlyRate,53,Master//Life_Sciences
54,No,Travel_Frequently,Research_Development,1,Female,3,Manufacturing_Director,High,Divorced,10502,7,No,Excellent,33,2,5,4,MonthlyRate,9659,Master//Life_Sciences
48,No,Travel_Rarely,Research_Development,20,Male,1,Research_Scientist,High,Married,2259,4,No,Excellent,13,2,0,0,DailyRate,1469,Master//Medical
48,No,Travel_Rarely,Research_Development,20,Male,1,Research_Scientist,High,Married,2259,4,No,Excellent,13,2,0,0,HourlyRate,51,Master//Medical
48,No,Travel_Rarely,Research_Development,20,Male,1,Research_Scientist,High,Married,2259,4,No,Excellent,13,2,0,0,MonthlyRate,5543,Master//Medical
27,No,Travel_Rarely,Sales,11,Female,1,Sales_Representative,Very_High,Married,2534,8,No,Excellent,5,4,1,0,DailyRate,1291,Bachelor//Medical
27,No,Travel_Rarely,Sales,11,Female,1,Sales_Representative,Very_High,Married,2534,8,No,Excellent,5,4,1,0,HourlyRate,98,Bachelor//Medical
27,No,Travel_Rarely,Sales,11,Female,1,Sales_Representative,Very_High,Married,2534,8,No,Excellent,5,4,1,0,MonthlyRate,6527,Bachelor//Medical
42,No,Travel_Rarely,Research_Development,29,Male,2,Manufacturing_Director,Medium,Married,4434,1,No,Excellent,10,3,9,8,DailyRate,933,Bachelor//Life_Sciences
42,No,Travel_Rarely,Research_Development,29,Male,2,Manufacturing_Director,Medium,Married,4434,1,No,Excellent,10,3,9,8,HourlyRate,98,Bachelor//Life_Sciences
42,No,Travel_Rarely,Research_Development,29,Male,2,Manufacturing_Director,Medium,Married,4434,1,No,Excellent,10,3,9,8,MonthlyRate,11806,Bachelor//Life_Sciences
40,No,Travel_Rarely,Research_Development,16,Female,3,Manufacturing_Director,Very_High,Single,7945,6,Yes,Excellent,18,2,4,2,DailyRate,448,Bachelor//Life_Sciences
40,No,Travel_Rarely,Research_Development,16,Female,3,Manufacturing_Director,Very_High,Single,7945,6,Yes,Excellent,18,2,4,2,HourlyRate,84,Bachelor//Life_Sciences
40,No,Travel_Rarely,Research_Development,16,Female,3,Manufacturing_Director,Very_High,Single,7945,6,Yes,Excellent,18,2,4,2,MonthlyRate,19948,Bachelor//Life_Sciences
32,No,Travel_Rarely,Research_Development,5,Male,2,Manufacturing_Director,Very_High,Single,9679,8,No,Outstanding,8,1,1,0,DailyRate,1373,Master//Life_Sciences
32,No,Travel_Rarely,Research_Development,5,Male,2,Manufacturing_Director,Very_High,Single,9679,8,No,Outstanding,8,1,1,0,HourlyRate,56,Master//Life_Sciences
32,No,Travel_Rarely,Research_Development,5,Male,2,Manufacturing_Director,Very_High,Single,9679,8,No,Outstanding,8,1,1,0,MonthlyRate,10138,Master//Life_Sciences
37,Yes,Travel_Frequently,Research_Development,10,Male,3,Manufacturing_Director,High,Divorced,10048,6,No,Excellent,17,5,1,0,DailyRate,504,Bachelor//Medical
37,Yes,Travel_Frequently,Research_Development,10,Male,3,Manufacturing_Director,High,Divorced,10048,6,No,Excellent,17,5,1,0,HourlyRate,61,Bachelor//Medical
37,Yes,Travel_Frequently,Research_Development,10,Male,3,Manufacturing_Director,High,Divorced,10048,6,No,Excellent,17,5,1,0,MonthlyRate,22573,Bachelor//Medical
30,No,Travel_Rarely,Sales,8,Male,3,Sales_Executive,High,Divorced,7264,5,No,Excellent,10,2,8,4,DailyRate,231,College//Other
30,No,Travel_Rarely,Sales,8,Male,3,Sales_Executive,High,Divorced,7264,5,No,Excellent,10,2,8,4,HourlyRate,62,College//Other
30,No,Travel_Rarely,Sales,8,Male,3,Sales_Executive,High,Divorced,7264,5,No,Excellent,10,2,8,4,MonthlyRate,9977,College//Other
45,Yes,Travel_Rarely,Sales,2,Female,5,Manager,Medium,Single,18824,2,Yes,Excellent,26,2,24,10,DailyRate,1449,Bachelor//Marketing
45,Yes,Travel_Rarely,Sales,2,Female,5,Manager,Medium,Single,18824,2,Yes,Excellent,26,2,24,10,HourlyRate,94,Bachelor//Marketing
45,Yes,Travel_Rarely,Sales,2,Female,5,Manager,Medium,Single,18824,2,Yes,Excellent,26,2,24,10,MonthlyRate,2493,Bachelor//Marketing
26,No,Travel_Rarely,Research_Development,7,Male,1,Laboratory_Technician,Low,Single,3578,0,No,Excellent,8,2,7,7,DailyRate,652,Bachelor//Other
26,No,Travel_Rarely,Research_Development,7,Male,1,Laboratory_Technician,Low,Single,3578,0,No,Excellent,8,2,7,7,HourlyRate,100,Bachelor//Other
26,No,Travel_Rarely,Research_Development,7,Male,1,Laboratory_Technician,Low,Single,3578,0,No,Excellent,8,2,7,7,MonthlyRate,23577,Bachelor//Other
55,No,Travel_Rarely,Research_Development,20,Male,2,Laboratory_Technician,Very_High,Married,5415,3,Yes,Excellent,12,4,10,7,DailyRate,147,College//Technical_Degree
55,No,Travel_Rarely,Research_Development,20,Male,2,Laboratory_Technician,Very_High,Married,5415,3,Yes,Excellent,12,4,10,7,HourlyRate,37,College//Technical_Degree
55,No,Travel_Rarely,Research_Development,20,Male,2,Laboratory_Technician,Very_High,Married,5415,3,Yes,Excellent,12,4,10,7,MonthlyRate,15972,College//Technical_Degree
28,Yes,Travel_Rarely,Sales,13,Female,2,Sales_Executive,High,Single,9854,3,Yes,Excellent,6,0,2,0,DailyRate,1475,College//Marketing
28,Yes,Travel_Rarely,Sales,13,Female,2,Sales_Executive,High,Single,9854,3,Yes,Excellent,6,0,2,0,HourlyRate,84,College//Marketing
28,Yes,Travel_Rarely,Sales,13,Female,2,Sales_Executive,High,Single,9854,3,Yes,Excellent,6,0,2,0,MonthlyRate,23352,College//Marketing
52,No,Travel_Rarely,Research_Development,3,Male,3,Manufacturing_Director,High,Married,7969,2,Yes,Excellent,28,4,5,4,DailyRate,319,Bachelor//Medical
52,No,Travel_Rarely,Research_Development,3,Male,3,Manufacturing_Director,High,Married,7969,2,Yes,Excellent,28,4,5,4,HourlyRate,39,Bachelor//Medical
52,No,Travel_Rarely,Research_Development,3,Male,3,Manufacturing_Director,High,Married,7969,2,Yes,Excellent,28,4,5,4,MonthlyRate,19609,Bachelor//Medical
26,Yes,Travel_Rarely,Research_Development,16,Male,1,Laboratory_Technician,Medium,Divorced,2373,2,Yes,Excellent,5,2,3,2,DailyRate,1449,Master//Medical
26,Yes,Travel_Rarely,Research_Development,16,Male,1,Laboratory_Technician,Medium,Divorced,2373,2,Yes,Excellent,5,2,3,2,HourlyRate,45,Master//Medical
26,Yes,Travel_Rarely,Research_Development,16,Male,1,Laboratory_Technician,Medium,Divorced,2373,2,Yes,Excellent,5,2,3,2,MonthlyRate,14180,Master//Medical
37,No,Non-Travel,Sales,9,Male,3,Sales_Executive,Medium,Divorced,8834,1,No,Excellent,9,6,9,5,DailyRate,142,Master//Medical
37,No,Non-Travel,Sales,9,Male,3,Sales_Executive,Medium,Divorced,8834,1,No,Excellent,9,6,9,5,HourlyRate,69,Master//Medical
37,No,Non-Travel,Sales,9,Male,3,Sales_Executive,Medium,Divorced,8834,1,No,Excellent,9,6,9,5,MonthlyRate,24666,Master//Medical
34,No,Non-Travel,Research_Development,3,Male,1,Research_Scientist,Very_High,Married,2979,3,No,Excellent,6,2,0,0,DailyRate,697,Master//Life_Sciences
34,No,Non-Travel,Research_Development,3,Male,1,Research_Scientist,Very_High,Married,2979,3,No,Excellent,6,2,0,0,HourlyRate,40,Master//Life_Sciences
34,No,Non-Travel,Research_Development,3,Male,1,Research_Scientist,Very_High,Married,2979,3,No,Excellent,6,2,0,0,MonthlyRate,22478,Master//Life_Sciences
37,No,Travel_Rarely,Sales,6,Male,2,Sales_Executive,Very_High,Married,6502,4,No,Excellent,7,5,5,4,DailyRate,228,Master//Medical
37,No,Travel_Rarely,Sales,6,Male,2,Sales_Executive,Very_High,Married,6502,4,No,Excellent,7,5,5,4,HourlyRate,98,Master//Medical
37,No,Travel_Rarely,Sales,6,Male,2,Sales_Executive,Very_High,Married,6502,4,No,Excellent,7,5,5,4,MonthlyRate,22825,Master//Medical
42,No,Travel_Rarely,Research_Development,17,Female,2,Research_Scientist,Low,Single,6545,3,Yes,Excellent,10,1,3,2,DailyRate,916,College//Life_Sciences
42,No,Travel_Rarely,Research_Development,17,Female,2,Research_Scientist,Low,Single,6545,3,Yes,Excellent,10,1,3,2,HourlyRate,82,College//Life_Sciences
42,No,Travel_Rarely,Research_Development,17,Female,2,Research_Scientist,Low,Single,6545,3,Yes,Excellent,10,1,3,2,MonthlyRate,23016,College//Life_Sciences
45,No,Travel_Rarely,Sales,4,Female,2,Sales_Executive,Low,Divorced,5006,4,Yes,Excellent,9,3,5,4,DailyRate,1268,College//Life_Sciences
45,No,Travel_Rarely,Sales,4,Female,2,Sales_Executive,Low,Divorced,5006,4,Yes,Excellent,9,3,5,4,HourlyRate,30,College//Life_Sciences
45,No,Travel_Rarely,Sales,4,Female,2,Sales_Executive,Low,Divorced,5006,4,Yes,Excellent,9,3,5,4,MonthlyRate,6319,College//Life_Sciences
46,No,Travel_Rarely,Sales,3,Female,4,Sales_Executive,Low,Divorced,13225,2,No,Excellent,25,5,19,17,DailyRate,1319,Bachelor//Technical_Degree
46,No,Travel_Rarely,Sales,3,Female,4,Sales_Executive,Low,Divorced,13225,2,No,Excellent,25,5,19,17,HourlyRate,45,Bachelor//Technical_Degree
46,No,Travel_Rarely,Sales,3,Female,4,Sales_Executive,Low,Divorced,13225,2,No,Excellent,25,5,19,17,MonthlyRate,7739,Bachelor//Technical_Degree
36,No,Travel_Rarely,Research_Development,10,Male,3,Healthcare_Representative,Low,Married,8321,7,Yes,Excellent,15,1,12,8,DailyRate,1383,Bachelor//Life_Sciences
36,No,Travel_Rarely,Research_Development,10,Male,3,Healthcare_Representative,Low,Married,8321,7,Yes,Excellent,15,1,12,8,HourlyRate,90,Bachelor//Life_Sciences
36,No,Travel_Rarely,Research_Development,10,Male,3,Healthcare_Representative,Low,Married,8321,7,Yes,Excellent,15,1,12,8,MonthlyRate,25949,Bachelor//Life_Sciences
35,No,Travel_Frequently,Research_Development,2,Female,2,Laboratory_Technician,Medium,Single,4425,5,No,Excellent,10,5,6,2,DailyRate,138,Bachelor//Medical
35,No,Travel_Frequently,Research_Development,2,Female,2,Laboratory_Technician,Medium,Single,4425,5,No,Excellent,10,5,6,2,HourlyRate,37,Bachelor//Medical
35,No,Travel_Frequently,Research_Development,2,Female,2,Laboratory_Technician,Medium,Single,4425,5,No,Excellent,10,5,6,2,MonthlyRate,15986,Bachelor//Medical
40,No,Travel_Frequently,Research_Development,2,Female,2,Healthcare_Representative,Medium,Married,4244,1,No,Outstanding,8,2,8,7,DailyRate,791,College//Medical
40,No,Travel_Frequently,Research_Development,2,Female,2,Healthcare_Representative,Medium,Married,4244,1,No,Outstanding,8,2,8,7,HourlyRate,38,College//Medical
40,No,Travel_Frequently,Research_Development,2,Female,2,Healthcare_Representative,Medium,Married,4244,1,No,Outstanding,8,2,8,7,MonthlyRate,9931,College//Medical
37,Yes,Travel_Rarely,Research_Development,2,Male,1,Laboratory_Technician,High,Single,2090,6,Yes,Excellent,7,3,0,0,DailyRate,1373,College//Other
37,Yes,Travel_Rarely,Research_Development,2,Male,1,Laboratory_Technician,High,Single,2090,6,Yes,Excellent,7,3,0,0,HourlyRate,92,College//Other
37,Yes,Travel_Rarely,Research_Development,2,Male,1,Laboratory_Technician,High,Single,2090,6,Yes,Excellent,7,3,0,0,MonthlyRate,2396,College//Other
47,No,Non-Travel,Research_Development,1,Female,3,Research_Director,Medium,Married,11957,0,No,Excellent,14,3,13,8,DailyRate,1162,Below_College//Medical
47,No,Non-Travel,Research_Development,1,Female,3,Research_Director,Medium,Married,11957,0,No,Excellent,14,3,13,8,HourlyRate,98,Below_College//Medical
47,No,Non-Travel,Research_Development,1,Female,3,Research_Director,Medium,Married,11957,0,No,Excellent,14,3,13,8,MonthlyRate,17231,Below_College//Medical
31,Yes,Travel_Rarely,Sales,13,Male,2,Sales_Executive,Low,Divorced,4233,2,No,Excellent,9,2,3,1,DailyRate,1365,Master//Medical
31,Yes,Travel_Rarely,Sales,13,Male,2,Sales_Executive,Low,Divorced,4233,2,No,Excellent,9,2,3,1,HourlyRate,46,Master//Medical
31,Yes,Travel_Rarely,Sales,13,Male,2,Sales_Executive,Low,Divorced,4233,2,No,Excellent,9,2,3,1,MonthlyRate,11512,Master//Medical
35,No,Travel_Rarely,Research_Development,27,Female,1,Research_Scientist,Low,Single,2559,1,No,Excellent,6,3,6,5,DailyRate,1343,Below_College//Medical
35,No,Travel_Rarely,Research_Development,27,Female,1,Research_Scientist,Low,Single,2559,1,No,Excellent,6,3,6,5,HourlyRate,53,Below_College//Medical
35,No,Travel_Rarely,Research_Development,27,Female,1,Research_Scientist,Low,Single,2559,1,No,Excellent,6,3,6,5,MonthlyRate,17852,Below_College//Medical
